,meandom,class
sample1158,2.000926907,male
sample1159,2.254488032,male
sample1160,1.372395833,male
sample1161,0.589638158,male
sample1162,1.54265625,male
sample1163,1.779983108,male
sample1164,0.869140625,male
sample1165,1.924408784,male
sample1166,1.8359375,male
sample1167,1.778320313,male
sample1168,2.197454637,male
sample1169,1.345563616,male
sample1170,1.14609375,male
sample1171,1.253656915,male
sample1172,1.095117188,male
sample1173,1.07201087,male
sample1174,1.580180921,male
sample1175,1.421077806,male
sample1176,0.777426862,male
sample1177,1.365340909,male
sample1178,1.2740625,male
sample1179,1.918719952,male
sample1180,1.421982021,male
sample1181,2.090625,male
sample1182,1.48061899,male
sample1183,1.43877551,male
sample1184,0.884967672,male
sample1185,0.75390625,male
sample1186,1.731219952,male
sample1187,0.6909375,male
sample1188,1.16015625,male
sample1189,1.626464844,male
sample1190,0.763871173,male
sample1191,1.792220745,male
sample1192,1.210681352,male
sample1193,0.739257813,male
sample1194,0.68671875,male
sample1195,0.854166667,male
sample1196,1.102889151,male
sample1197,0.819870283,male
sample1198,0.75,male
sample1199,1.229567308,male
sample1200,0.81796875,male
sample1201,0.552379261,male
sample1202,0.964092548,male
sample1203,1.090599798,male
sample1204,0.910644531,male
sample1205,0.898142689,male
sample1206,1.0396875,male
sample1207,1.226267689,male
sample1208,0.530078125,male
sample1209,0.667220745,male
sample1210,1.091145833,male
sample1211,0.62578125,male
sample1212,1.29672476,male
sample1213,1.102864583,male
sample1214,1.448863636,male
sample1215,0.734964623,male
sample1216,1.519396552,male
sample1217,0.818317819,male
sample1218,1.21875,male
sample1219,0.894191576,male
sample1220,1.11040684,male
sample1221,0.52171875,male
sample1222,1.444972826,male
sample1223,1.558814858,male
sample1224,1.04953125,male
sample1225,1.035435268,male
sample1226,0.565625,male
sample1227,0.610809949,male
sample1228,1.001302083,male
sample1229,0.905208333,male
sample1230,1.521033654,male
sample1231,1.138972356,male
sample1232,1.096875,male
sample1233,1.241319444,male
sample1234,0.949966755,male
sample1235,0.735351563,male
sample1236,1.005774457,male
sample1237,0.675707547,male
sample1238,0.758976064,male
sample1239,1.374565972,male
sample1240,0.72963627,male
sample1241,0.925117925,male
sample1242,1.125,male
sample1243,1.136432927,male
sample1244,1.283501059,male
sample1245,1.013392857,male
sample1246,0.936458333,male
sample1247,0.77765625,male
sample1248,0.9421875,male
sample1249,1.29765625,male
sample1250,0.965924202,male
sample1251,1.217285156,male
sample1252,1.217773438,male
sample1253,1.04859375,male
sample1254,1.147986779,male
sample1255,1.368351064,male
sample1256,1.252659574,male
sample1257,1.213001179,male
sample1258,1.175223214,male
sample1259,1.431525735,male
sample1260,0.748139881,male
sample1261,1.375332447,male
sample1262,0.586914063,male
sample1263,0.669375,male
sample1264,0.899364407,male
sample1265,1.210746951,male
sample1266,0.954659598,male
sample1267,0.522758152,male
sample1268,0.951286765,male
sample1269,0.789741848,male
sample1270,0.770507813,male
sample1271,0.749348958,male
sample1272,0.58125,male
sample1273,0.567325368,male
sample1274,0.756696429,male
sample1275,0.866753472,male
sample1276,0.914607558,male
sample1277,1.467447917,male
sample1278,1.086063508,male
sample1279,0.66796875,male
sample1280,0.630208333,male
sample1281,0.4640625,male
sample1282,1.140477594,male
sample1283,0.877554087,male
sample1284,1.39359375,male
sample1285,1.373766447,male
sample1286,1.340242347,male
sample1287,1.068933824,male
sample1288,1.363511029,male
sample1289,0.53125,male
sample1290,1.090507075,male
sample1291,1.2234375,male
sample1292,1.11328125,male
sample1293,1.423677885,male
sample1294,0.499273256,male
sample1295,0.7890625,male
sample1296,1.387276786,male
sample1297,1.430989583,male
sample1298,0.781427557,male
sample1299,1.307692308,male
sample1300,0.682528409,male
sample1301,0.790178571,male
sample1302,1.13060462,male
sample1303,0.628605769,male
sample1304,0.705208333,male
sample1305,0.71484375,male
sample1306,0.620584239,male
sample1307,0.587946429,male
sample1308,0.864329268,male
sample1309,1.373046875,male
sample1310,0.663034539,male
sample1311,1.011328125,male
sample1312,1.118554688,male
sample1313,0.641335227,male
sample1314,1.219383446,male
sample1315,0.982536765,male
sample1316,0.373909884,male
sample1317,1.253605769,male
sample1318,0.678977273,male
sample1319,0.636160714,male
sample1320,0.616957721,male
sample1321,1.016015625,male
sample1322,0.6328125,male
sample1323,1.287388393,male
sample1324,1.076489826,male
sample1325,1.064877717,male
sample1326,0.606841216,male
sample1327,1.119140625,male
sample1328,0.595748547,male
sample1329,0.51615767,male
sample1330,0.992897727,male
sample1331,1.08423913,male
sample1332,0.84321733,male
sample1333,1.279101563,male
sample1334,0.979940878,male
sample1335,0.910546875,male
sample1336,1.279575893,male
sample1337,0.621471774,male
sample1338,0.925464527,male
sample1339,0.86328125,male
sample1340,1.536328125,male
sample1341,1.262109375,male
sample1342,0.758634868,male
sample1343,1.221428571,male
sample1344,0.658430233,male
sample1345,1.0546875,male
sample1346,1.545258621,male
sample1347,0.943359375,male
sample1348,1.67278343,male
sample1349,1.082386364,male
sample1350,0.717447917,male
sample1351,1.209578804,male
sample1352,1.171875,male
sample1353,1.130514706,male
sample1354,0.880664063,male
sample1355,0.836148649,male
sample1356,1.154575893,male
sample1357,0.949835526,male
sample1358,0.74296875,male
sample1359,1.094791667,male
sample1360,0.990998641,male
sample1361,1.159254808,male
sample1362,1.13671875,male
sample1363,1.296705163,male
sample1364,0.997112772,male
sample1365,1.053420608,male
sample1366,1.257621951,male
sample1367,0.881359012,male
sample1368,1.287627551,male
sample1369,1.608258929,male
sample1370,0.659505208,male
sample1371,1.01953125,male
sample1372,1.08046875,male
sample1373,1.0546875,male
sample1374,0.959765625,male
sample1375,1.563920455,male
sample1376,0.652434593,male
sample1377,0.530886628,male
sample1378,0.770089286,male
sample1379,1.519361413,male
sample1380,1.304296875,male
sample1381,0.732730263,male
sample1382,0.993421053,male
sample1383,0.845214844,male
sample1384,0.942307692,male
sample1385,0.8765625,male
sample1386,1.065027574,male
sample1387,0.984920058,male
sample1388,1.879136029,male
sample1389,1.714543269,male
sample1390,0.767578125,male
sample1391,0.927819293,male
sample1392,0.928353659,male
sample1393,1.381669207,male
sample1394,1.19578125,male
sample1395,0.67408288,male
sample1396,1.118229167,male
sample1397,0.914732143,male
sample1398,0.640243902,male
sample1399,0.952083333,male
sample1400,0.900240385,male
sample1401,1.177734375,male
sample1402,1.332370924,male
sample1403,1.311954942,male
sample1404,0.594460227,male
sample1405,0.967371324,male
sample1406,0.832280585,male
sample1407,0.682679521,male
sample1408,0.847478693,male
sample1409,1.4296875,male
sample1410,1.495535714,male
sample1411,1.052262931,male
sample1412,0.879241071,male
sample1413,0.812255859,male
sample1414,0.7734375,male
sample1415,1.231085526,male
sample1416,0.768369932,male
sample1417,0.982474662,male
sample1418,0.59193314,male
sample1419,1.0703125,male
sample1420,0.667633929,male
sample1421,0.872544643,male
sample1422,0.675585938,male
sample1423,0.781850962,male
sample1424,0.77943314,male
sample1425,1.612165179,male
sample1426,0.901339286,male
sample1427,0.642045455,male
sample1428,0.803571429,male
sample1429,0.367838542,male
sample1430,0.732896959,male
sample1431,1.10056516,male
sample1432,1.226785714,male
sample1433,1.128551136,male
sample1434,1.178571429,male
sample1435,1.369664634,male
sample1436,1.621875,male
sample1437,0.690588663,male
sample1438,0.466992188,male
sample1439,1.557617188,male
sample1440,1.460755814,male
sample1441,1.274553571,male
sample1442,0.64996189,male
sample1443,0.785456731,male
sample1444,1.139171512,male
sample1445,0.689368207,male
sample1446,0.928865132,male
sample1447,1.022460938,male
sample1448,0.947368421,male
sample1449,1.635298295,male
sample1450,1.08046875,male
sample1451,1.0078125,male
sample1452,0.848575368,male
sample1453,1.202473958,male
sample1454,0.6875,male
sample1455,0.547585227,male
sample1456,0.956031977,male
sample1457,0.986607143,male
sample1458,0.765202703,male
sample1459,0.512019231,male
sample1460,0.878004808,male
sample1461,0.6375,male
sample1462,0.389476103,male
sample1463,1.051930147,male
sample1464,1.389945652,male
sample1465,1.141845703,male
sample1466,0.867820946,male
sample1467,0.587139423,male
sample1468,0.846608232,male
sample1469,0.805191532,male
sample1470,0.643066406,male
sample1471,0.549913194,male
sample1472,0.496424788,male
sample1473,0.54296875,male
sample1474,0.710677083,male
sample1475,0.765243902,male
sample1476,1.089488636,male
sample1477,0.7546875,male
sample1478,1.141276042,male
sample1479,0.875,male
sample1480,1.226190476,male
sample1481,1.362268519,male
sample1482,0.984157986,male
sample1483,0.767578125,male
sample1484,0.585658482,male
sample1485,0.298076923,male
sample1486,0.299913194,male
sample1487,0.441497093,male
sample1488,0.43359375,male
sample1489,0.586143092,male
sample1490,0.33125,male
sample1491,0.416834677,male
sample1492,0.440104167,male
sample1493,0.745117188,male
sample1494,0.652549342,male
sample1495,0.581659226,male
sample1496,0.882472826,male
sample1497,0.498046875,male
sample1498,0.359193314,male
sample1499,0.642663043,male
sample1500,0.293229167,male
sample1501,0.3171875,male
sample1502,0.049479167,male
sample1503,0.06200133,male
sample1504,0.0859375,male
sample1505,0.081182065,male
sample1506,0.041619318,male
sample1507,0.05859375,male
sample1508,0.038217905,male
sample1509,0.046205357,male
sample1510,0.050223214,male
sample1511,0.068684896,male
sample1512,0.020833333,male
sample1513,0.061770833,male
sample1514,0.09375,male
sample1515,0.143049569,male
sample1516,0.141071429,male
sample1517,0.152777778,male
sample1518,0.107371795,male
sample1519,0.1359375,male
sample1520,0.058919271,male
sample1521,0.134765625,male
sample1522,0.113671875,male
sample1523,0.100497159,male
sample1524,0.038054435,male
sample1525,0.090731534,male
sample1526,0.125229779,male
sample1527,0.09129902,male
sample1528,0.080630896,male
sample1529,0.105208333,male
sample1530,0.0546875,male
sample1531,0.108162716,male
sample1532,0.030330882,male
sample1533,0.517578125,male
sample1534,0.41809082,male
sample1535,0.518851902,male
sample1536,0.472146739,male
sample1537,0.750450721,male
sample1538,0.83984375,male
sample1539,0.669389205,male
sample1540,0.862109375,male
sample1541,0.529785156,male
sample1542,0.399305556,male
sample1543,0.575608474,male
sample1544,0.467484086,male
sample1545,0.559179688,male
sample1546,0.541326349,male
sample1547,0.458577474,male
sample1548,0.537109375,male
sample1549,0.361703726,male
sample1550,0.424194336,male
sample1551,0.40629069,male
sample1552,0.468554688,male
sample1553,0.432761863,male
sample1554,0.42932581,male
sample1555,0.384803185,male
sample1556,0.483210637,male
sample1557,0.245117188,male
sample1558,0.317789714,male
sample1559,0.291841947,male
sample1560,0.390412704,male
sample1561,0.38170856,male
sample1562,0.229101563,male
sample1563,0.340625,male
sample1564,0.370703125,male
sample1565,0.408528646,male
sample1566,0.329499421,male
sample1567,0.499378551,male
sample1568,0.560037364,male
sample1569,0.408841647,male
sample1570,0.673828125,male
sample1571,0.916748047,male
sample1572,0.742750901,male
sample1573,0.514573317,male
sample1574,0.440538194,male
sample1575,0.654296875,male
sample1576,0.932241587,male
sample1577,0.575420673,male
sample1578,0.625904225,male
sample1579,0.574261209,male
sample1580,0.451049805,male
sample1581,0.429144965,male
sample1582,0.4671875,male
sample1583,0.420532227,male
sample1584,0.4609375,male
sample1585,0.272964015,female
sample1586,0.258969907,female
sample1587,0.250446429,female
sample1588,0.26953125,female
sample1589,0.26078869,female
sample1590,0.253125,female
sample1591,0.207331731,female
sample1592,0.205,female
sample1593,0.357244318,female
sample1594,0.222981771,female
sample1595,0.839015152,female
sample1596,0.64762931,female
sample1597,0.65625,female
sample1598,0.797916667,female
sample1599,0.451864919,female
sample1600,0.336647727,female
sample1601,0.741145833,female
sample1602,1.032552083,female
sample1603,1.224121094,female
sample1604,0.411931818,female
sample1605,0.680706522,female
sample1606,0.367647059,female
sample1607,0.462357955,female
sample1608,0.372282609,female
sample1609,0.610608553,female
sample1610,0.7265625,female
sample1611,0.825892857,female
sample1612,0.608695652,female
sample1613,0.172585227,female
sample1614,0.7765625,female
sample1615,0.788240132,female
sample1616,0.152478448,female
sample1617,0.15625,female
sample1618,0.08984375,female
sample1619,0.182528409,female
sample1620,0.162574405,female
sample1621,0.165104167,female
sample1622,0.173583984,female
sample1623,0.224137931,female
sample1624,0.222146739,female
sample1625,0.188368056,female
sample1626,0.719172297,female
sample1627,0.4628125,female
sample1628,0.4440625,female
sample1629,0.44875,female
sample1630,2.253551136,female
sample1631,0.885850694,female
sample1632,0.403993056,female
sample1633,0.419397866,female
sample1634,0.42588141,female
sample1635,1.33625,female
sample1636,1.494270833,female
sample1637,0.299862132,female
sample1638,0.83110119,female
sample1639,0.291666667,female
sample1640,0.1890625,female
sample1641,0.3215625,female
sample1642,0.206149194,female
sample1643,0.390213816,female
sample1644,0.184151786,female
sample1645,0.234765625,female
sample1646,0.206620066,female
sample1647,0.491159539,female
sample1648,0.2078125,female
sample1649,0.298233696,female
sample1650,0.929129464,female
sample1651,0.279605263,female
sample1652,0.6875,female
sample1653,0.338404605,female
sample1654,0.52173913,female
sample1655,0.509300595,female
sample1656,0.716517857,female
sample1657,0.305588942,female
sample1658,0.75625,female
sample1659,0.243359375,female
sample1660,0.359375,female
sample1661,0.3590625,female
sample1662,0.338169643,female
sample1663,0.525607639,female
sample1664,0.396634615,female
sample1665,0.832201087,female
sample1666,0.371582031,female
sample1667,0.477864583,female
sample1668,0.8775,female
sample1669,0.446875,female
sample1670,0.383333333,female
sample1671,0.479779412,female
sample1672,0.279211957,female
sample1673,0.301663306,female
sample1674,0.534667969,female
sample1675,0.640299479,female
sample1676,0.577059659,female
sample1677,0.5,female
sample1678,0.664496528,female
sample1679,0.225203804,female
sample1680,0.135625,female
sample1681,0.108537946,female
sample1682,0.130408654,female
sample1683,0.161258013,female
sample1684,0.0078125,female
sample1685,0.161865234,female
sample1686,0.244791667,female
sample1687,0.212611607,female
sample1688,0.17568109,female
sample1689,0.921875,female
sample1690,0.599826389,female
sample1691,0.441964286,female
sample1692,0.342391304,female
sample1693,0.373798077,female
sample1694,0.319010417,female
sample1695,0.623697917,female
sample1696,0.178030303,female
sample1697,0.1953125,female
sample1698,0.157608696,female
sample1699,0.218098958,female
sample1700,0.1875,female
sample1701,0.213541667,female
sample1702,0.195052083,female
sample1703,0.210205078,female
sample1704,0.188657407,female
sample1705,0.30078125,female
sample1706,0.329282407,female
sample1707,0.55703125,female
sample1708,0.594642857,female
sample1709,0.752377717,female
sample1710,0.456845238,female
sample1711,0.795496324,female
sample1712,0.549278846,female
sample1713,0.638849432,female
sample1714,0.580180921,female
sample1715,0.880729167,female
sample1716,0.4109375,female
sample1717,0.161979167,female
sample1718,0.23625,female
sample1719,0.374155405,female
sample1720,0.282589286,female
sample1721,0.084821429,female
sample1722,0.15,female
sample1723,0.549768519,female
sample1724,0.078325321,female
sample1725,0.078613281,female
sample1726,0.502887228,female
sample1727,1.044270833,female
sample1728,0.53515625,female
sample1729,0.777209052,female
sample1730,0.738581731,female
sample1731,0.872767857,female
sample1732,0.443181818,female
sample1733,1.043870192,female
sample1734,0.71875,female
sample1735,1.451302083,female
sample1736,0.653320313,female
sample1737,0.485085227,female
sample1738,0.79375,female
sample1739,1.534950658,female
sample1740,1.4890625,female
sample1741,1.2703125,female
sample1742,0.62890625,female
sample1743,0.583333333,female
sample1744,0.765625,female
sample1745,0.451822917,female
sample1746,0.191840278,female
sample1747,0.204044118,female
sample1748,0.690429688,female
sample1749,0.969375,female
sample1750,0.767427885,female
sample1751,0.493951613,female
sample1752,0.7734375,female
sample1753,0.859375,female
sample1754,0.748604911,female
sample1755,0.432154605,female
sample1756,1.002717391,female
sample1757,0.279513889,female
sample1758,0.201388889,female
sample1759,0.786328125,female
sample1760,0.287224265,female
sample1761,0.543174342,female
sample1762,0.616030093,female
sample1763,1.277157738,female
sample1764,0.740579044,female
sample1765,0.182692308,female
sample1766,0.802083333,female
sample1767,0.825246711,female
sample1768,0.640024038,female
sample1769,0.793973214,female
sample1770,0.231026786,female
sample1771,1.19921875,female
sample1772,0.194661458,female
sample1773,0.198893229,female
sample1774,0.557291667,female
sample1775,1.364375,female
sample1776,0.949544271,female
sample1777,0.184659091,female
sample1778,0.184210526,female
sample1779,0.203125,female
sample1780,0.653356481,female
sample1781,0.235416667,female
sample1782,0.5078125,female
sample1783,0.681451613,female
sample1784,0.541903409,female
sample1785,1.372395833,female
sample1786,0.98828125,female
sample1787,0.668346774,female
sample1788,0.676793981,female
sample1789,0.578125,female
sample1790,0.685546875,female
sample1791,0.844618056,female
sample1792,0.810546875,female
sample1793,0.5659375,female
sample1794,0.740625,female
sample1795,0.59205163,female
sample1796,0.269252232,female
sample1797,0.549753289,female
sample1798,0.472146739,female
sample1799,0.756835938,female
sample1800,0.695913462,female
sample1801,0.312288851,female
sample1802,0.430147059,female
sample1803,0.473090278,female
sample1804,0.375600962,female
sample1805,0.504136029,female
sample1806,0.596127717,female
sample1807,0.634967672,female
sample1808,0.519097222,female
sample1809,0.56015625,female
sample1810,0.693209135,female
sample1811,1.530790441,female
sample1812,0.550520833,female
sample1813,0.236505682,female
sample1814,0.557725694,female
sample1815,0.257161458,female
sample1816,0.949609375,female
sample1817,0.215247845,female
sample1818,0.746484375,female
sample1819,0.258300781,female
sample1820,0.833007813,female
sample1821,0.623535156,female
sample1822,0.692595109,female
sample1823,0.189453125,female
sample1824,0.84765625,female
sample1825,0.509868421,female
sample1826,0.244140625,female
sample1827,0.18359375,female
sample1828,0.976325758,female
sample1829,0.206861413,female
sample1830,0.947265625,female
sample1831,0.56640625,female
sample1832,0.6453125,female
sample1833,0.845833333,female
sample1834,0.205295139,female
sample1835,0.226151316,female
sample1836,0.673135081,female
sample1837,0.356060606,female
sample1838,1.0246875,female
sample1839,0.708705357,female
sample1840,0.599158654,female
sample1841,0.4609375,female
sample1842,0.898828125,female
sample1843,0.654017857,female
sample1844,0.209321121,female
sample1845,0.181884766,female
sample1846,0.179265203,female
sample1847,0.196546053,female
sample1848,0.465517241,female
sample1849,0.228236607,female
sample1850,0.301185345,female
sample1851,0.183001894,female
sample1852,0.226140203,female
sample1853,0.212553879,female
sample1854,0.142578125,female
sample1855,0.133854167,female
sample1856,0.88875,female
sample1857,0.552001953,female
sample1858,0.128125,female
sample1859,0.125625,female
sample1860,0.344835069,female
sample1861,0.149456522,female
sample1862,0.155172414,female
sample1863,0.220880682,female
sample1864,0.610753676,female
sample1865,0.338942308,female
sample1866,0.784179688,female
sample1867,0.633333333,female
sample1868,0.380208333,female
sample1869,0.197265625,female
sample1870,0.859375,female
sample1871,0.700892857,female
sample1872,0.796274038,female
sample1873,0.407483553,female
sample1874,1.0453125,female
sample1875,1.122070313,female
sample1876,0.5484375,female
sample1877,0.977163462,female
sample1878,0.871651786,female
sample1879,0.487760417,female
sample1880,0.550951087,female
sample1881,0.517578125,female
sample1882,0.195012019,female
sample1883,0.143415179,female
sample1884,0.164566532,female
sample1885,0.198939732,female
sample1886,0.183238636,female
sample1887,0.192522321,female
sample1888,0.174479167,female
sample1889,0.209635417,female
sample1890,0.180555556,female
sample1891,0.276241987,female
sample1892,0.251736111,female
sample1893,0.31640625,female
sample1894,0.236752717,female
sample1895,0.25,female
sample1896,0.268229167,female
sample1897,0.316761364,female
sample1898,0.264914773,female
sample1899,0.204545455,female
sample1900,0.242766204,female
sample1901,0.260216346,female
sample1902,0.241122159,female
sample1903,0.144003378,female
sample1904,0.197591146,female
sample1905,0.06640625,female
sample1906,0.0959375,female
sample1907,0.2315625,female
sample1908,0.068296371,female
sample1909,0.151654412,female
sample1910,0.184895833,female
sample1911,0.216594828,female
sample1912,0.188858696,female
sample1913,0.252197266,female
sample1914,0.436662946,female
sample1915,0.283333333,female
sample1916,0.240056818,female
sample1917,0.248816288,female
sample1918,0.2578125,female
sample1919,0.3209375,female
sample1920,0.255774457,female
sample1921,0.215297965,female
sample1922,0.0078125,female
sample1923,0.0078125,female
sample1924,0.0078125,female
sample1925,0.0078125,female
sample1926,0.0078125,female
sample1927,0.0078125,female
sample1928,0.0078125,female
sample1929,0.0078125,female
sample1930,0.0078125,female
sample1931,0.0078125,female
sample1932,0.663461538,female
sample1933,0.084635417,female
sample1934,0.186298077,female
sample1935,0.133820565,female
sample1936,0.064822635,female
sample1937,0.0859375,female
sample1938,0.099946121,female
sample1939,0.182565789,female
sample1940,0.190716912,female
sample1941,0.153545673,female
sample1942,1.364257813,female
sample1943,0.799739583,female
sample1944,0.8984375,female
sample1945,0.935396635,female
sample1946,1.055226293,female
sample1947,1.131510417,female
sample1948,1.740885417,female
sample1949,0.508877841,female
sample1950,0.474609375,female
sample1951,0.714154412,female
sample1952,1.107758621,female
sample1953,1.109085648,female
sample1954,0.6421875,female
sample1955,0.813858696,female
sample1956,0.831054688,female
sample1957,0.454503676,female
sample1958,1.007512019,female
sample1959,0.472916667,female
sample1960,1.044270833,female
sample1961,0.445746528,female
sample1962,1.029194079,female
sample1963,0.471484375,female
sample1964,0.322916667,female
sample1965,0.554956897,female
sample1966,0.239501953,female
sample1967,0.2509375,female
sample1968,0.191685268,female
sample1969,0.2428125,female
sample1970,0.636008523,female
sample1971,0.362792969,female
sample1972,0.4296875,female
sample1973,0.330965909,female
sample1974,0.299609375,female
sample1975,0.501233553,female
sample1976,0.361505682,female
sample1977,0.818014706,female
sample1978,0.3775,female
sample1979,1.217237903,female
sample1980,1.327929688,female
sample1981,0.348090278,female
sample1982,0.69233631,female
sample1983,0.775240385,female
sample1984,1.466145833,female
sample1985,0.956163194,female
sample1986,0.693953804,female
sample1987,1.0234375,female
sample1988,0.866935484,female
sample1989,0.358506944,female
sample1990,0.221827652,female
sample1991,0.249553571,female
sample1992,0.194711538,female
sample1993,0.171875,female
sample1994,0.325757576,female
sample1995,0.3546875,female
sample1996,0.21875,female
sample1997,0.635881696,female
sample1998,0.322443182,female
sample1999,0.365423387,female
sample2000,0.3015625,female
sample2001,0.297916667,female
sample2002,0.308159722,female
sample2003,0.244612069,female
sample2004,0.302671371,female
sample2005,0.283100329,female
sample2006,0.29921875,female
sample2007,0.290127841,female
sample2008,0.581825658,female
sample2009,0.447467672,female
sample2010,0.506433824,female
sample2011,0.591619318,female
sample2012,0.441271552,female
sample2013,0.520220588,female
sample2014,0.274739583,female
sample2015,0.308189655,female
sample2016,1.079545455,female
sample2017,0.33203125,female
sample2018,0.18359375,female
sample2019,0.475625,female
sample2020,0.180059524,female
sample2021,0.180706522,female
sample2022,0.26171875,female
sample2023,0.1375,female
sample2024,0.637408088,female
sample2025,0.275195313,female
sample2026,0.232244318,female
sample2027,0.0078125,female
sample2028,0.0078125,female
sample2029,0.0078125,female
sample2030,0.0078125,female
sample2031,0.0078125,female
sample2032,1.519258721,female
sample2033,1.22339527,female
sample2034,1.358297414,female
sample2035,1.474739583,female
sample2036,1.728472222,female
sample2037,2.264914773,female
sample2038,1.644176136,female
sample2039,1.56015625,female
sample2040,1.797883065,female
sample2041,1.270220588,female
sample2042,0.206801471,female
sample2043,0.18046875,female
sample2044,0.202148438,female
sample2045,0.184303977,female
sample2046,0.185112847,female
sample2047,0.250585938,female
sample2048,0.167447917,female
sample2049,1.706380208,female
sample2050,1.476728723,female
sample2051,1.350625,female
sample2052,1.346191406,female
sample2053,1.48671875,female
sample2054,1.500600962,female
sample2055,1.40943287,female
sample2056,1.128605769,female
sample2057,1.386101974,female
sample2058,1.846554487,female
sample2059,0.219951923,female
sample2060,0.175271739,female
sample2061,0.226875,female
sample2062,0.3575,female
sample2063,0.153459821,female
sample2064,0.199375,female
sample2065,0.436677632,female
sample2066,0.183482143,female
sample2067,0.302083333,female
sample2068,0.180027174,female
sample2069,0.215745192,female
sample2070,0.392857143,female
sample2071,0.405208333,female
sample2072,0.358530405,female
sample2073,0.222916667,female
sample2074,0.502197266,female
sample2075,0.380387931,female
sample2076,0.320043103,female
sample2077,0.531494141,female
sample2078,0.5415625,female
sample2079,1.613685345,female
sample2080,0.393229167,female
sample2081,0.200520833,female
sample2082,0.599264706,female
sample2083,0.63744213,female
sample2084,0.6678125,female
sample2085,0.912446121,female
sample2086,1.050551471,female
sample2087,0.668294271,female
sample2088,0.993389423,female
sample2089,0.601058468,female
sample2090,0.491796875,female
sample2091,1.029119318,female
sample2092,0.492431641,female
sample2093,0.8046875,female
sample2094,0.715692935,female
sample2095,0.389322917,female
sample2096,0.54296875,female
sample2097,0.608796296,female
sample2098,0.8246875,female
sample2099,0.691300676,female
sample2100,0.1834375,female
sample2101,0.434210526,female
sample2102,0.961681548,female
sample2103,0.992745536,female
sample2104,0.830193015,female
sample2105,0.185546875,female
sample2106,1.21484375,female
sample2107,0.48046875,female
sample2108,0.458333333,female
sample2109,0.192871094,female
sample2110,0.905348558,female
sample2111,1.309795673,female
sample2112,0.197115385,female
sample2113,0.859747024,female
sample2114,0.555606618,female
sample2115,0.540885417,female
sample2116,0.188476563,female
sample2117,0.543887868,female
sample2118,0.476779514,female
sample2119,0.69140625,female
sample2120,1.090909091,female
sample2121,1.120008681,female
sample2122,1.018465909,female
sample2123,0.799804688,female
sample2124,0.765625,female
sample2125,0.539641204,female
sample2126,1.0078125,female
sample2127,1.157510081,female
sample2128,0.736458333,female
sample2129,0.953125,female
sample2130,0.512319712,female
sample2131,0.578377016,female
sample2132,0.918154762,female
sample2133,1.150065104,female
sample2134,0.602822581,female
sample2135,0.637961648,female
sample2136,0.372098214,female
sample2137,0.269419643,female
sample2138,0.577845982,female
sample2139,0.402604167,female
sample2140,0.704910714,female
sample2141,0.807091346,female
sample2142,0.705729167,female
sample2143,0.190104167,female
sample2144,0.475852273,female
sample2145,0.618652344,female
sample2146,1.264322917,female
sample2147,0.360131048,female
sample2148,0.752377717,female
sample2149,0.178571429,female
sample2150,0.200721154,female
sample2151,0.198709239,female
sample2152,0.300321691,female
sample2153,1.041903409,female
sample2154,0.188419118,female
sample2155,0.829861111,female
sample2156,1.189453125,female
sample2157,0.888346354,female
sample2158,0.622596154,female
sample2159,1.252477134,female
sample2160,0.769345238,female
sample2161,0.489955357,female
sample2162,0.685614224,female
sample2163,0.902573529,female
sample2164,0.185997596,female
sample2165,0.497395833,female
sample2166,0.526953125,female
sample2167,0.895720109,female
sample2168,0.975520833,female
sample2169,0.3984375,female
sample2170,1.032894737,female
sample2171,0.6734375,female
sample2172,0.646205357,female
sample2173,0.907407407,female
sample2174,0.799316406,female
sample2175,0.197716346,female
sample2176,0.802389706,female
sample2177,1.862215909,female
sample2178,0.797554348,female
sample2179,1.545106132,female
sample2180,0.80859375,female
sample2181,0.819791667,female
sample2182,1.342013889,female
sample2183,1.596732955,female
sample2184,1.613002232,female
sample2185,1.351721939,female
sample2186,1.195738636,female
sample2187,1.607271635,female
sample2188,1.886917373,female
sample2189,1.14283288,female
sample2190,1.054142442,female
sample2191,1.619140625,female
sample2192,1.317522321,female
sample2193,1.224609375,female
sample2194,1.347905585,female
sample2195,1.278645833,female
sample2196,1.278362772,female
sample2197,1.866338315,female
sample2198,1.46875,female
sample2199,1.133609694,female
sample2200,1.301977041,female
sample2201,1.89401533,female
sample2202,1.558823529,female
sample2203,0.667747642,female
sample2204,1.682904412,female
sample2205,1.862533245,female
sample2206,0.745738636,female
sample2207,1.008965164,female
sample2208,0.999441964,female
sample2209,1.422056686,female
sample2210,1.040178571,female
sample2211,1.440104167,female
sample2212,1.773632813,female
sample2213,0.713465074,female
sample2214,1.351004464,female
sample2215,1.858963816,female
sample2216,1.64188058,female
sample2217,0.622677365,female
sample2218,0.977008929,female
sample2219,1.2365625,female
sample2220,1.577845982,female
sample2221,1.508477394,female
sample2222,1.338627049,female
sample2223,1.155838816,female
sample2224,2.131855867,female
sample2225,1.380420918,female
sample2226,0.976973684,female
sample2227,1.256478659,female
sample2228,1.6865625,female
sample2229,1.3725,female
sample2230,1.578835227,female
sample2231,1.966538915,female
sample2232,1.57453125,female
sample2233,1.999865302,female
sample2234,0.916619318,female
sample2235,1.958629261,female
sample2236,2.106445313,female
sample2237,2.199448529,female
sample2238,1.373863636,female
